,Voucher Number,Voucher_Date,Credit,Invoice_number
0,ESS/RV220799,2022-10-11,7200.0,ESS/IVO210909
0,ESS/RV220100,2022-02-06,8600.0,ESS/IVO210910
0,ESS/RV220100,2022-02-06,7200.0,ESS/IVO210911
0,ESS/RV220100,2022-02-06,7200.0,ESS/IVO210912
0,ESS/RV220100,2022-02-06,3600.0,ESS/IVO210913
0,ESS/RV220799,2022-10-11,10200.0,ESS/IVO210914
0,ESS/RV210617,2021-12-30,12866.64,ESS/IVO210915
0,ESS/RV210617,2021-12-30,9275.0,ESS/IVO210916
0,ESS/RV210617,2021-12-30,5425.0,ESS/IVO210917
0,ESS/RV210287,2021-12-12,120200.0,ESS/IVO210918
0,ESS/RV230465,2023-08-22,7200.0,ESS/IVO210919
0,ESS/RV230465,2023-08-22,7200.0,ESS/IVO210920
0,ESS/RV230465,2023-08-22,7200.0,ESS/IVO210921
0,ESS/RV220203,2022-03-08,7200.0,ESS/IVO210922
0,ESS/RV210270,2021-11-30,3400.0,ESS/IVO210923
0,ESS/RV210271,2021-12-27,3400.0,ESS/IVO210924
0,ESS/RV220120,2022-02-09,3400.0,ESS/IVO210925
0,ESS/RV220120,2022-02-09,3400.0,ESS/IVO210926
0,ESS/RV210206,2021-10-11,6800.0,ESS/IVO210927
0,ESS/RV210205,2021-11-30,6800.0,ESS/IVO210928
0,ESS/RV210205,2021-11-30,6800.0,ESS/IVO210929
0,ESS/RV210204,2021-12-23,6800.0,ESS/IVO210930
0,ESS/RV220314,2022-12-25,6600.0,ESS/IVO210931
0,ESS/RV230012,2023-01-26,6600.0,ESS/IVO210932
0,ESS/RV230012,2023-01-26,6600.0,ESS/IVO210933
0,ESS/RV210147,2021-10-14,10200.0,ESS/IVO210934
0,ESS/RV210149,2021-10-27,10200.0,ESS/IVO210935
0,ESS/RV210210,2021-11-29,10200.0,ESS/IVO210936
0,ESS/RV210209,2021-12-23,10200.0,ESS/IVO210937
0,ESS/RV210151,2021-12-01,21194.0,ESS/IVO210938
0,ESS/RV220059,2022-01-18,54400.0,ESS/IVO210939
0,ESS/RV220059,2022-01-18,54400.0,ESS/IVO210940
0,ESS/RV210197,2021-11-03,6600.0,ESS/IVO210941
0,ESS/RV210195,2021-12-02,6600.0,ESS/IVO210942
0,ESS/RV220034,2022-01-13,6600.0,ESS/IVO210943
0,ESS/RV210198,2021-10-04,6600.0,ESS/IVO210944
0,ESS/RV210197,2021-11-03,6600.0,ESS/IVO210945
0,ESS/RV210195,2021-12-02,6600.0,ESS/IVO210946
0,ESS/RV220034,2022-01-13,6600.0,ESS/IVO210947
0,ESS/RV210199,2021-09-26,6600.0,ESS/IVO210948
0,ESS/RV210196,2021-11-07,6600.0,ESS/IVO210949
0,ESS/RV210194,2021-12-05,6600.0,ESS/IVO210950
0,ESS/RV210193,2021-12-14,6600.0,ESS/IVO210951
0,ESS/RV210152,2021-10-20,27200.0,ESS/IVO210952
0,ESS/RV210153,2021-12-09,27200.0,ESS/IVO210953
0,ESS/RV210154,2021-12-09,27200.0,ESS/IVO210954
0,ESS/RV210214,2021-09-08,33239.0,ESS/IVO210955
0,ESS/RV210213,2021-10-13,35000.0,ESS/IVO210956
0,ESS/RV210211,2021-12-20,38574.0,ESS/IVO210957
0,ESS/RV210212,2021-12-22,37770.0,ESS/IVO210958
0,ESS/RV220104,2022-02-06,17000.0,ESS/IVO210959
0,ESS/RV220242,2022-03-20,17000.0,ESS/IVO210960
0,ESS/RV220105,2022-02-06,17000.0,ESS/IVO210961
0,ESS/RV220321,2022-04-17,17000.0,ESS/IVO210962
0,ESS/RV210221,2021-12-26,20400.0,ESS/IVO210963
0,ESS/RV220106,2022-02-06,20400.0,ESS/IVO210964
0,ESS/RV220321,2022-04-17,20400.0,ESS/IVO210965
0,ESS/RV220478,2022-06-14,20400.0,ESS/IVO210966
0,ESS/RV210223,2021-12-08,20400.0,ESS/IVO210967
0,ESS/RV210159,2021-11-18,13600.0,ESS/IVO210968
0,ESS/RV210160,2021-12-16,20400.0,ESS/IVO210969
0,ESS/RV220124,2022-02-10,20400.0,ESS/IVO210970
0,ESS/RV210164,2021-10-13,149400.0,ESS/IVO210971
0,ESS/RV210165,2021-11-29,6800.0,ESS/IVO210972
0,ESS/RV210165,2021-11-29,53880.0,ESS/IVO210973
0,ESS/RV210165,2021-11-29,24900.0,ESS/IVO210974
0,ESS/RV210165,2021-11-29,61100.0,ESS/IVO210975
0,ESS/RV210165,2021-11-29,149400.0,ESS/IVO210976
0,ESS/RV220001,2022-01-02,149400.0,ESS/IVO210977
0,ESS/RV210525,2021-11-07,19800.0,ESS/IVO210978
0,ESS/RV210549,2021-12-05,19800.0,ESS/IVO210979
0,ESS/RV210570,2021-12-28,19800.0,ESS/IVO210980
0,ESS/RV220234,2022-03-16,19800.0,ESS/IVO210981
0,ESS/RV210228,2021-10-05,19500.0,ESS/IVO210982
0,ESS/RV210227,2021-10-27,19500.0,ESS/IVO210983
0,ESS/RV210226,2021-11-30,19500.0,ESS/IVO210984
0,ESS/RV220008,2022-01-06,19500.0,ESS/IVO210985
0,ESS/RV220145,2022-02-21,40200.0,ESS/IVO210986
0,ESS/RV220211,2022-03-10,6800.0,ESS/IVO210987
0,ESS/RV220211,2022-03-10,6800.0,ESS/IVO210988
0,ESS/RV220211,2022-03-10,6800.0,ESS/IVO210989
0,ESS/RV220211,2022-03-10,6800.0,ESS/IVO210992
0,ESS/CN220009,2022-01-01,3400.0,ESS/IVO210994
0,ESS/RV220068,2022-01-27,7239.0,ESS/IVO210995
0,ESS/RV220164,2022-02-28,13600.0,ESS/IVO210996
0,ESS/RV210171,2021-09-12,3400.0,ESS/IVO210997
0,ESS/RV210173,2021-10-24,3400.0,ESS/IVO210998
0,ESS/RV210175,2021-12-21,3400.0,ESS/IVO210999
0,ESS/RV220048,2022-01-18,3400.0,ESS/IVO211000
0,ESS/RV210171,2021-09-12,6800.0,ESS/IVO211001
0,ESS/RV210173,2021-10-24,6800.0,ESS/IVO211002
0,ESS/RV210175,2021-12-21,6800.0,ESS/IVO211003
0,ESS/RV220048,2022-01-18,6800.0,ESS/IVO211004
0,ESS/RV210171,2021-09-12,3400.0,ESS/IVO211005
0,ESS/RV210173,2021-10-24,3400.0,ESS/IVO211006
0,ESS/RV210175,2021-12-21,3400.0,ESS/IVO211007
0,ESS/RV220048,2022-01-18,3400.0,ESS/IVO211008
0,ESS/RV210174,2021-10-24,700.0,ESS/IVO211009
0,ESS/RV210174,2021-10-24,700.0,ESS/IVO211010
0,ESS/RV210176,2021-12-21,700.0,ESS/IVO211011
1,ESS/RV220056,2022-01-19,175.0,ESS/IVO211011
0,ESS/RV220049,2022-01-18,700.0,ESS/IVO211012
0,ESS/RV210172,2021-09-12,3400.0,ESS/IVO211013
0,ESS/RV210174,2021-10-24,3400.0,ESS/IVO211014
0,ESS/RV210176,2021-12-21,3400.0,ESS/IVO211015
0,ESS/RV220049,2022-01-18,3400.0,ESS/IVO211016
0,ESS/RV220021,2022-01-09,10500.0,ESS/IVO211017
0,ESS/RV210547,2021-12-05,19800.0,ESS/IVO211018
0,ESS/RV210256,2021-11-07,14000.0,ESS/IVO211019
0,ESS/RV210255,2021-12-08,14000.0,ESS/IVO211020
0,ESS/RV210255,2021-12-08,14000.0,ESS/IVO211021
0,ESS/RV210254,2021-12-15,14000.0,ESS/IVO211022
0,ESS/RV220265,2022-03-28,10525.0,ESS/IVO211023
0,ESS/RV210530,2021-11-10,30338.0,ESS/IVO211024
0,ESS/RV220007,2022-01-06,8700.0,ESS/IVO211025
0,ESS/RV220042,2022-01-23,8700.0,ESS/IVO211026
0,ESS/RV220066,2022-01-25,8700.0,ESS/IVO211027
0,ESS/RV210423,2021-11-30,3500.0,ESS/IVO211028
0,ESS/RV220013,2022-01-06,3500.0,ESS/IVO211029
0,ESS/RV220192,2022-03-10,3500.0,ESS/IVO211030
0,ESS/RV220193,2022-03-10,3500.0,ESS/IVO211031
0,ESS/RV210418,2021-10-27,7000.0,ESS/IVO211033
0,ESS/RV210419,2021-10-27,7000.0,ESS/IVO211034
0,ESS/RV210417,2021-10-21,10500.0,ESS/IVO211035
0,ESS/RV210420,2021-11-20,7000.0,ESS/IVO211037
0,ESS/RV210421,2021-11-22,10500.0,ESS/IVO211038
0,ESS/RV220057,2022-01-20,10500.0,ESS/IVO211039
0,ESS/RV220058,2022-01-23,10500.0,ESS/IVO211040
0,ESS/RV220696,2022-09-06,7000.0,ESS/IVO211041
0,ESS/RV220012,2022-01-06,7000.0,ESS/IVO211042
0,ESS/RV220006,2022-01-06,7000.0,ESS/IVO211043
0,ESS/RV210427,2021-12-16,7000.0,ESS/IVO211044
0,ESS/RV210424,2021-11-30,7000.0,ESS/IVO211045
0,ESS/RV220026,2022-01-10,6800.0,ESS/IVO211046
0,ESS/RV220037,2022-01-16,6800.0,ESS/IVO211047
0,ESS/RV210393,2021-11-28,9900.0,ESS/IVO211048
0,ESS/RV210393,2021-11-28,875.0,ESS/IVO211049
0,ESS/RV220036,2022-01-13,9900.0,ESS/IVO211050
0,ESS/RV210391,2021-09-21,1277.0,ESS/IVO211051
0,ESS/RV210391,2021-09-21,700.0,ESS/IVO211052
0,ESS/RV210573,2021-11-30,45295.0,ESS/IVO211053
0,ESS/RV220004,2022-01-04,48300.0,ESS/IVO211054
0,ESS/RV210631,2021-12-31,7200.0,ESS/IVO211055
0,ESS/RV210302,2021-10-05,14400.0,ESS/IVO211056
0,ESS/RV210302,2021-10-05,14400.0,ESS/IVO211057
0,ESS/RV210524,2021-11-04,12120.0,ESS/IVO211058
1,ESS/CN210018,2021-09-30,2280.0,ESS/IVO211058
0,ESS/CN210018,2021-09-30,1320.0,ESS/IVO211059
1,ESS/RV210524,2021-11-04,13080.0,ESS/IVO211059
0,ESS/RV210301,2021-12-06,14400.0,ESS/IVO211060
0,ESS/RV210301,2021-12-06,14400.0,ESS/IVO211061
0,ESS/RV210300,2021-12-30,14400.0,ESS/IVO211062
0,ESS/RV210300,2021-12-30,14400.0,ESS/IVO211063
0,ESS/RV220080,2022-02-02,35500.0,ESS/IVO211064
0,ESS/RV220075,2022-01-30,35500.0,ESS/IVO211065
0,ESS/RV220076,2022-01-30,35500.0,ESS/IVO211066
0,ESS/RV220027,2022-01-10,31900.0,ESS/IVO211067
0,ESS/RV220416,2022-06-12,31900.0,ESS/IVO211068
0,ESS/RV210616,2021-12-28,12000.0,ESS/IVO211070
0,ESS/RV220044,2022-02-01,12000.0,ESS/IVO211071
0,ESS/RV220149,2022-02-21,12000.0,ESS/IVO211072
0,ESS/RV220157,2022-03-28,12700.0,ESS/IVO211073
0,ESS/RV220157,2022-03-28,400.0,ESS/IVO211074
0,ESS/RV220045,2022-01-25,2400.0,ESS/IVO211075
0,ESS/RV220148,2022-02-21,4000.0,ESS/IVO211076
0,ESS/RV220172,2022-03-14,1067.0,ESS/IVO211077
0,ESS/RV210178,2021-10-13,3400.0,ESS/IVO211078
0,ESS/RV220002,2022-01-02,3400.0,ESS/IVO211079
0,ESS/RV210179,2021-11-30,3400.0,ESS/IVO211080
0,ESS/RV220047,2022-01-30,3400.0,ESS/IVO211081
0,ESS/ALN210041,2021-08-03,3100.0,ESS/IVO211082
0,ESS/RV220107,2022-02-06,3100.0,ESS/IVO211083
0,ESS/RV210364,2021-10-10,9000.0,ESS/IVO211084
1,ESS/CN220033,2022-12-31,58.0,ESS/IVO211084
0,ESS/RV210365,2021-11-22,10800.0,ESS/IVO211085
0,ESS/RV220030,2022-01-10,10800.0,ESS/IVO211086
0,ESS/RV220085,2022-02-02,10800.0,ESS/IVO211087
0,ESS/RV210531,2021-11-11,13600.0,ESS/IVO211088
0,ESS/RV210556,2021-12-12,13600.0,ESS/IVO211089
0,ESS/RV210510,2021-10-24,37400.0,ESS/IVO211090
0,ESS/RV210540,2021-11-28,37400.0,ESS/IVO211091
0,ESS/RV220003,2022-01-03,37400.0,ESS/IVO211092
0,ESS/RV220129,2022-02-13,37400.0,ESS/IVO211093
0,ESS/RV210542,2021-11-28,7000.0,ESS/IVO211094
0,ESS/RV220162,2022-02-24,7000.0,ESS/IVO211095
0,ESS/RV220162,2022-02-24,7000.0,ESS/IVO211096
0,ESS/RV220017,2022-01-09,58550.0,ESS/IVO211100
0,ESS/RV210180,2021-12-13,7050.0,ESS/IVO211101
0,ESS/RV210180,2021-12-13,7050.0,ESS/IVO211102
0,ESS/RV210180,2021-12-13,7050.0,ESS/IVO211103
0,ESS/RV220091,2022-01-31,7050.0,ESS/IVO211104
0,ESS/RV220666,2022-08-21,27419.0,ESS/IVO211105
0,ESS/RV220666,2022-08-21,34000.0,ESS/IVO211106
0,ESS/RV210562,2021-12-16,4877.0,ESS/IVO211107
0,ESS/RV220094,2022-02-03,7200.0,ESS/IVO211108
0,ESS/RV210553,2021-12-06,17200.0,ESS/IVO211109
0,ESS/RV220078,2022-01-30,17200.0,ESS/IVO211110
0,ESS/RV220078,2022-01-30,7200.0,ESS/IVO211111
0,ESS/RV220078,2022-01-30,7200.0,ESS/IVO211112
0,ESS/RV220078,2022-01-30,7200.0,ESS/IVO211113
0,ESS/RV220078,2022-01-30,7200.0,ESS/IVO211114
0,ESS/RV210553,2021-12-06,25200.0,ESS/IVO211115
0,ESS/RV220218,2022-03-14,25200.0,ESS/IVO211116
0,ESS/RV210553,2021-12-06,7200.0,ESS/IVO211117
0,ESS/RV220218,2022-03-14,7200.0,ESS/IVO211118
0,ESS/RV210553,2021-12-06,7200.0,ESS/IVO211119
0,ESS/RV220218,2022-03-14,7200.0,ESS/IVO211120
0,ESS/RV210553,2021-12-06,14400.0,ESS/IVO211121
0,ESS/RV220078,2022-01-30,14400.0,ESS/IVO211122
0,ESS/RV220033,2022-01-12,5350.0,ESS/IVO211123
0,ESS/RV220646,2022-08-10,5000.0,ESS/IVO211124
0,ESS/RV220276,2022-04-03,14400.0,ESS/IVO211125
0,ESS/RV220205,2022-03-09,14400.0,ESS/IVO211126
0,ESS/CN210034,2021-11-30,14400.0,ESS/IVO211127
0,ESS/RV220517,2022-05-31,7200.0,ESS/IVO211128
0,ESS/RV220189,2022-03-02,3500.0,ESS/IVO211129
0,ESS/RV220125,2022-02-28,3400.0,ESS/IVO211130
0,ESS/RV220112,2022-02-09,3400.0,ESS/IVO211131
0,ESS/RV220111,2022-02-09,3400.0,ESS/IVO211132
0,ESS/RV220196,2022-03-08,4000.0,ESS/IVO211133
0,ESS/RV220154,2022-02-28,3400.0,ESS/IVO211134
0,ESS/RV220081,2022-02-01,6900.0,ESS/IVO211135
0,ESS/RV210337,2021-12-12,9900.0,ESS/IVO211136
0,ESS/RV210561,2021-12-16,7700.0,ESS/IVO211137
0,ESS/RV210561,2021-12-16,7949.0,ESS/IVO211138
0,ESS/RV220214,2022-03-10,7700.0,ESS/IVO211139
0,ESS/RV220214,2022-03-10,11200.0,ESS/IVO211140
0,ESS/RV220439,2022-05-31,7700.0,ESS/IVO211141
0,ESS/RV220439,2022-05-31,10929.0,ESS/IVO211142
0,ESS/RV220439,2022-05-31,10080.0,ESS/IVO211143
0,ESS/RV210483,2021-09-21,8600.0,ESS/IVO211144
0,ESS/RV210508,2021-10-21,8600.0,ESS/IVO211145
0,ESS/RV210537,2021-11-24,8600.0,ESS/IVO211146
0,ESS/RV220014,2022-01-06,8600.0,ESS/IVO211147
0,ESS/RV210569,2021-12-26,7000.0,ESS/IVO211148
0,ESS/RV220062,2022-01-20,7000.0,ESS/IVO211149
0,ESS/RV220032,2022-01-12,27600.0,ESS/IVO211150
0,ESS/RV220032,2022-01-12,27600.0,ESS/IVO211151
0,ESS/RV210182,2021-10-13,3005.0,ESS/IVO211152
0,ESS/RV210182,2021-10-13,3894.0,ESS/IVO211153
0,ESS/RV210182,2021-10-13,668.0,ESS/IVO211154
0,ESS/RV210183,2021-11-18,3550.0,ESS/IVO211155
0,ESS/RV210564,2021-12-20,3550.0,ESS/IVO211156
0,ESS/RV220144,2022-02-20,3550.0,ESS/IVO211157
0,ESS/RV210183,2021-11-18,6900.0,ESS/IVO211158
0,ESS/RV210564,2021-12-20,6900.0,ESS/IVO211159
0,ESS/RV220144,2022-02-20,6900.0,ESS/IVO211160
0,ESS/RV210183,2021-11-18,2300.0,ESS/IVO211161
0,ESS/RV210185,2021-09-20,779.0,ESS/IVO211162
0,ESS/RV210186,2021-10-21,3450.0,ESS/IVO211163
0,ESS/RV210544,2021-12-02,3450.0,ESS/IVO211164
0,ESS/RV210568,2021-12-26,3450.0,ESS/IVO211165
0,ESS/RV210548,2021-12-05,10800.0,ESS/IVO211166
0,ESS/RV210571,2021-12-29,9000.0,ESS/IVO211167
1,ESS/CN210020,2021-09-30,1800.0,ESS/IVO211167
0,ESS/RV220082,2022-02-06,7123.0,ESS/IVO211168
0,ESS/RV220142,2022-02-20,10350.0,ESS/IVO211169
0,ESS/RV210557,2021-12-14,24200.0,ESS/IVO211170
0,ESS/RV210190,2021-09-19,26000.0,ESS/IVO211171
0,ESS/RV210189,2021-10-20,26000.0,ESS/IVO211172
0,ESS/RV210188,2021-11-04,26000.0,ESS/IVO211173
0,ESS/RV210187,2021-12-20,26000.0,ESS/IVO211174
0,ESS/RV210190,2021-09-19,11200.0,ESS/IVO211175
0,ESS/RV210189,2021-10-20,11200.0,ESS/IVO211176
0,ESS/RV210188,2021-11-04,11200.0,ESS/IVO211177
0,ESS/RV210187,2021-12-20,11200.0,ESS/IVO211178
0,ESS/RV210190,2021-09-19,6800.0,ESS/IVO211179
0,ESS/RV210189,2021-10-20,6800.0,ESS/IVO211180
0,ESS/RV210188,2021-11-04,6800.0,ESS/IVO211181
0,ESS/RV210187,2021-12-20,6800.0,ESS/IVO211182
0,ESS/RV210190,2021-09-19,2800.0,ESS/IVO211183
0,ESS/RV210189,2021-10-20,2800.0,ESS/IVO211184
0,ESS/RV210188,2021-11-04,2800.0,ESS/IVO211185
0,ESS/RV210187,2021-12-20,2800.0,ESS/IVO211186
0,ESS/RV220028,2022-01-09,13200.0,ESS/IVO211187
0,ESS/RV210334,2021-11-14,7200.0,ESS/IVO211188
0,ESS/RV220938,2022-11-30,13200.0,ESS/IVO211189
0,ESS/RV220158,2022-02-23,7200.0,ESS/IVO211190
0,ESS/RV220938,2022-11-30,5040.0,ESS/IVO211191
0,ESS/RV220945,2022-12-01,13200.0,ESS/IVO211192
0,ESS/RV220070,2022-01-26,9639.0,ESS/IVO211193
0,ESS/RV220226,2022-03-15,2323.0,ESS/IVO211194
0,ESS/RV220226,2022-03-15,13200.0,ESS/IVO211195
0,ESS/RV220318,2022-04-14,10750.0,ESS/IVO211196
0,ESS/RV230235,2023-04-17,1858.0,ESS/IVO211197
0,ESS/RV230235,2023-04-17,3716.0,ESS/IVO211198
0,ESS/RV210502,2021-10-05,19600.0,ESS/IVO211200
0,ESS/RV210522,2021-11-03,19600.0,ESS/IVO211201
0,ESS/RV210565,2021-12-22,19600.0,ESS/IVO211202
0,ESS/RV220093,2022-01-27,19600.0,ESS/IVO211203
0,ESS/RV210509,2021-10-21,10350.0,ESS/IVO211204
0,ESS/RV210522,2021-11-03,38800.0,ESS/IVO211205
0,ESS/RV210565,2021-12-22,38800.0,ESS/IVO211206
0,ESS/RV220093,2022-01-27,38800.0,ESS/IVO211207
0,ESS/RV210509,2021-10-21,14650.0,ESS/IVO211208
0,ESS/RV210543,2021-12-02,14650.0,ESS/IVO211209
0,ESS/RV210565,2021-12-22,14650.0,ESS/IVO211210
0,ESS/RV220093,2022-01-27,14650.0,ESS/IVO211211
0,ESS/RV210509,2021-10-21,6600.0,ESS/IVO211212
0,ESS/RV210522,2021-11-03,189200.0,ESS/IVO211213
0,ESS/RV210509,2021-10-21,189200.0,ESS/IVO211214
0,ESS/RV210565,2021-12-22,189200.0,ESS/IVO211215
0,ESS/RV220093,2022-01-27,189200.0,ESS/IVO211216
0,ESS/RV210543,2021-12-02,113421.0,ESS/IVO211217
0,ESS/RV210543,2021-12-02,146502.0,ESS/IVO211218
0,ESS/RV210565,2021-12-22,146502.0,ESS/IVO211219
0,ESS/RV210494,2021-10-04,17548.0,ESS/IVO211224
0,ESS/RV210563,2021-12-16,23800.0,ESS/IVO211225
0,ESS/RV220250,2022-03-22,27909.0,ESS/IVO211226
0,ESS/RV220296,2022-04-07,42000.0,ESS/IVO211227
0,ESS/RV220023,2022-01-09,17000.0,ESS/IVO211228
0,ESS/RV220072,2022-01-27,17000.0,ESS/IVO211229
0,ESS/RV220246,2022-03-21,18290.0,ESS/IVO211230
0,ESS/RV220522,2022-06-30,17000.0,ESS/IVO211231
0,ESS/RV220015,2022-01-06,10200.0,ESS/IVO211232
0,ESS/RV220092,2022-01-31,18000.0,ESS/IVO211233
0,ESS/RV220016,2022-01-09,6500.0,ESS/IVO211234
0,ESS/RV210567,2021-12-26,10720.0,ESS/IVO211235
0,ESS/RV220022,2022-01-09,5400.0,ESS/IVO211236
0,ESS/RV220010,2022-01-06,13600.0,ESS/IVO211237
0,ESS/RV220051,2022-01-06,19800.0,ESS/IVO211238
0,ESS/RV220011,2022-01-06,27200.0,ESS/IVO211239
0,ESS/CN210022,2021-01-31,790.0,ESS/INV0015
0,ESS/CN210023,2021-02-28,790.0,ESS/INV0016
0,ESS/CN210024,2021-03-31,790.0,ESS/INV0017
0,ESS/CN210025,2021-04-30,790.0,ESS/INV0018
0,ESS/CN210026,2021-05-31,790.0,ESS/INV0019
0,ESS/CN210027,2021-06-30,790.0,ESS/INV0020
0,ESS/CN210028,2021-07-31,790.0,ESS/INV0021
0,ESS/CN210029,2021-08-31,790.0,ESS/INV0022
0,ESS/CN210030,2021-09-30,790.0,ESS/INV0023
0,ESS/CN210031,2021-10-31,790.0,ESS/INV0024
0,ESS/RV210609,2021-06-13,14500.0,ESS/INV0025
0,ESS/RV220018,2022-01-09,120200.0,ESS/IVO211240
0,ESS/RV220019,2022-01-09,24200.0,ESS/IVO211241
0,ESS/RV220021,2022-01-09,10500.0,ESS/IVO211242
0,ESS/ALN210077,2021-10-24,783.16,ESS/INV0026
0,ESS/ALN210077,2021-10-24,783.16,ESS/INV0027
0,ESS/ALN210077,2021-10-24,783.16,ESS/INV0028
0,ESS/ALN210077,2021-10-24,783.16,ESS/INV0029
0,ESS/ALN210077,2021-10-24,783.33,ESS/INV0030
0,ESS/ALN210077,2021-10-24,783.33,ESS/INV0031
0,ESS/ALN210077,2021-10-24,783.33,ESS/INV0032
0,ESS/RV221006,2022-12-29,783.33,ESS/INV0033
0,ESS/RV220029,2022-01-10,10200.0,ESS/IVO211243
0,ESS/ALN210055,2021-06-06,1387.0,ESS/INV0038
0,ESS/ALN210055,2021-06-06,1387.0,ESS/INV0039
0,ESS/ALN210056,2021-08-03,1387.0,ESS/INV0040
0,ESS/ALN210056,2021-08-03,1387.0,ESS/INV0041
0,ESS/RV210488,2021-09-29,1387.0,ESS/INV0042
0,ESS/RV210554,2021-12-07,1387.0,ESS/INV0043
0,ESS/RV210554,2021-12-07,1387.0,ESS/INV0044
0,ESS/RV210554,2021-12-07,1387.0,ESS/INV0045
0,ESS/RV210615,2021-12-06,2250.0,ESS/IVO211244
1,ESS/RV220038,2022-01-10,2250.0,ESS/IVO211244
0,ESS/RV220036,2022-01-13,9900.0,ESS/IVO211246
0,ESS/RV220799,2022-10-11,5328.0,ESS/INV0056
0,ESS/RV210503,2021-10-07,5328.0,ESS/INV0058
0,ESS/RV210503,2021-10-07,5328.0,ESS/INV0059
0,ESS/RV210503,2021-10-07,5328.0,ESS/INV0060
0,ESS/RV210551,2021-12-06,5328.0,ESS/INV0061
0,ESS/RV220100,2022-02-06,5328.0,ESS/INV0062
0,ESS/RV210551,2021-12-06,4971.0,ESS/INV0064
0,ESS/RV210566,2021-12-25,75000.0,ESS/IVO211247
1,ESS/RV220095,2022-02-03,45900.0,ESS/IVO211247
0,ESS/RV220118,2022-02-07,82477.0,ESS/IVO211248
0,ESS/RV220114,2022-02-09,6600.0,ESS/IVO211249
0,ESS/RV220217,2022-03-14,6600.0,ESS/IVO211250
0,ESS/RV220114,2022-02-09,6600.0,ESS/IVO211251
0,ESS/RV220143,2022-02-20,6800.0,ESS/IVO211252
0,ESS/RV220128,2022-02-13,10200.0,ESS/IVO211253
0,ESS/RV220137,2022-02-13,39250.0,ESS/IVO211254
0,ESS/RV220187,2022-03-06,20400.0,ESS/IVO211255
0,ESS/RV220102,2022-02-06,149400.0,ESS/IVO211256
0,ESS/RV220613,2022-08-02,19500.0,ESS/IVO211257
0,ESS/RV220239,2022-03-20,40308.0,ESS/IVO211258
0,ESS/RV220056,2022-01-19,4275.0,ESS/IVO211261
0,ESS/RV220055,2022-01-19,3400.0,ESS/IVO211262
0,ESS/RV220054,2022-01-19,3400.0,ESS/IVO211263
0,ESS/RV220054,2022-01-19,6800.0,ESS/IVO211264
0,ESS/RV220054,2022-01-19,3400.0,ESS/IVO211265
0,ESS/RV220039,2022-01-16,9900.0,ESS/IVO211266
0,ESS/CN210017,2021-12-31,1400.0,ESS/IVO211267
1,ESS/RV230320,2023-06-07,6000.0,ESS/IVO211267
0,ESS/RV220121,2022-02-09,9900.0,ESS/IVO211268
0,ESS/RV220040,2022-01-17,13400.0,ESS/IVO211269
0,ESS/RV220050,2022-01-18,2933.0,ESS/IVO211270
0,ESS/RV220061,2022-01-23,8600.0,ESS/IVO211271
0,ESS/RV220117,2022-02-13,8700.0,ESS/IVO211272
0,ESS/RV220096,2022-02-15,8242.0,ESS/IVO211273
0,ESS/RV220135,2022-02-17,3500.0,ESS/IVO211274
0,ESS/RV220762,2022-10-04,7000.0,ESS/IVO211275
0,ESS/RV220153,2022-02-27,7000.0,ESS/IVO211276
0,ESS/RV210598,2021-05-03,501.0,ESS/INV0070
0,ESS/RV220754,2022-09-22,501.0,ESS/INV0071
0,ESS/RV210505,2021-10-05,501.0,ESS/INV0072
0,ESS/RV210505,2021-10-05,501.0,ESS/INV0073
0,ESS/RV210505,2021-10-05,501.0,ESS/INV0074
0,ESS/RV220065,2022-01-24,501.0,ESS/INV0075
0,ESS/RV220589,2022-07-26,501.0,ESS/INV0076
0,ESS/RV220065,2022-01-24,501.0,ESS/INV0077
0,ESS/RV220065,2022-01-24,501.0,ESS/INV0078
0,ESS/RV220065,2022-01-24,501.0,ESS/INV0079
0,ESS/RV210598,2021-05-03,16800.0,ESS/INV0080
0,ESS/RV220120,2022-02-09,3400.0,ESS/IVO211277
0,ESS/RV220594,2022-07-28,17000.0,ESS/IVO211278
0,ESS/RV220630,2022-08-04,20400.0,ESS/IVO211279
0,ESS/RV220595,2022-07-28,20400.0,ESS/IVO211280
0,ESS/RV220240,2022-03-20,17000.0,ESS/IVO211281
0,ESS/RV220067,2022-01-25,3450.0,ESS/IVO211283
0,ESS/RV220086,2022-02-02,14000.0,ESS/IVO211284
0,ESS/RV220150,2022-02-21,12484.0,ESS/IVO211285
0,ESS/RV210596,2021-04-27,4500.0,ESS/INV0081
0,ESS/RV220182,2022-03-07,6800.0,ESS/IVO211286
0,ESS/RV210631,2021-12-31,7200.0,ESS/IVO211287
0,ESS/RV220079,2022-02-02,14400.0,ESS/IVO211288
0,ESS/RV220079,2022-02-02,14400.0,ESS/IVO211289
0,ESS/RV220074,2022-01-30,48300.0,ESS/IVO211290
0,ESS/RV220168,2022-03-02,6900.0,ESS/IVO211291
0,ESS/RV220181,2022-03-03,35500.0,ESS/IVO211292
0,ESS/RV220186,2022-03-06,3400.0,ESS/IVO211293
0,ESS/RV220108,2022-02-06,3100.0,ESS/IVO211294
0,ESS/RV220136,2022-02-13,10800.0,ESS/IVO211295
0,ESS/RV220225,2022-03-15,8000.0,ESS/IVO211296
0,ESS/RV220161,2022-02-27,37400.0,ESS/IVO211297
