Customer,Settlement Duration(30K),Age Bracket(20K),GP Generated(35K),Established Since(5K),Worked Since(10K),Total(100K)
1020201381,30000.0,5000.0,12520.889444912482,1000.0,2000.0,50520.88944491248
1020201344,30000.0,5000.0,12349.849074470876,1000.0,2000.0,50349.849074470876
1020201248,29000.0,4833.333333333333,13422.76707967894,1000.0,2000.0,50256.100413012275
1020201020,29939.548833917965,2000.0,11098.333925992347,5000.0,2000.0,50037.88275991031
1020406004,28129.71771482439,4688.286285804064,12977.876011573531,2000.0,2000.0,49795.88001220199
1020201377,30000.0,10000.0,6775.269321360517,1000.0,2000.0,49775.269321360516
1020201115,30000.0,5000.0,10617.079672085189,2000.0,2000.0,49617.07967208519
1020201350,30000.0,5000.0,7543.094904312952,5000.0,2000.0,49543.09490431295
1020201365,30000.0,5000.0,11378.454910234988,1000.0,2000.0,49378.454910234985
1020201267,30000.0,5000.0,7058.700941405977,5000.0,2000.0,49058.70094140598
1020201130,22582.741763284575,3763.790293880763,18432.981342232375,2000.0,2000.0,48779.513399397714
1020201189,27262.08274825563,4543.680458042605,12920.6498408259,2000.0,2000.0,48726.41304712414
1020201397,24000.0,4000.0,17695.982272513724,1000.0,2000.0,48695.98227251372
1020201333,28364.121380607314,4727.353563434552,12547.818723627688,1000.0,2000.0,48639.29366766955
1020201276,29076.57657657658,4846.0960960960965,7265.3550407302755,5000.0,2000.0,48188.02771340295
1020201062,30000.0,5000.0,9169.297078747239,2000.0,2000.0,48169.29707874724
1020201255,29784.989382790995,4964.164897131833,7376.838362086499,4000.0,2000.0,48125.992642009325
1020201209,29032.64369066193,4838.773948443655,5189.93215235323,5000.0,4000.0,48061.349791458815
1020201415,27000.0,4500.0,13438.3338753343,1000.0,2000.0,47938.3338753343
1020201300,27263.350299439935,4543.891716573322,10936.745394733714,1000.0,4000.0,47743.98741074697
1020201238,30000.0,473.22254743169213,10129.723130620223,5000.0,2000.0,47602.94567805191
1020201178,22533.46538423693,11999.999999999998,6012.322989675214,1000.0,6000.0,47545.788373912146
1020201235,28826.40586797066,4804.40097799511,10903.556554227156,1000.0,2000.0,47534.36340019293
1020201250,30000.0,5000.0,9532.261992471465,1000.0,2000.0,47532.26199247147
1020201224,24000.0,4000.0,16347.444962415091,1000.0,2000.0,47347.44496241509
1020201123,29999.999999999996,4999.999999999999,8160.040378278926,2000.0,2000.0,47160.04037827892
1020201322,30000.0,5000.0,9149.157205711963,1000.0,2000.0,47149.15720571196
1020201082,27000.0,4500.0,11568.89604900214,2000.0,2000.0,47068.89604900214
1020201416,30000.0,5000.0,8788.881107672774,1000.0,2000.0,46788.88110767277
1020201429,0.0,18000.0,25677.652297661734,1000.0,2000.0,46677.652297661734
1020201317,30000.0,5000.0,4625.119854004361,5000.0,2000.0,46625.11985400436
1020201373,30000.0,5000.0,8382.241163020975,1000.0,2000.0,46382.241163020975
1020201174,21000.0,13964.15205997931,4364.50504793163,5000.0,2000.0,46328.657107910934
1020201064,30000.0,5000.0,4191.958013619123,5000.0,2000.0,46191.95801361912
1020201137,16639.11610260224,14000.0,2545.7935419365845,5000.0,8000.0,46184.90964453882
1020201396,25185.442473867526,4197.573745644588,9798.972457193559,5000.0,2000.0,46181.988676705674
1020201323,24000.0,4000.0,11082.790647824026,5000.0,2000.0,46082.790647824026
1020201232,25347.91103142327,12000.0,3701.24199000593,1000.0,4000.0,46049.1530214292
1020201308,30000.0,6991.838970425222,4023.6048576276753,1000.0,4000.0,46015.44382805289
1020201329,30000.0,5000.0,3806.552237682973,5000.0,2000.0,45806.552237682976
1020403020,29315.850455148753,4885.975075858126,7365.751052641509,2000.0,2000.0,45567.576583648384
1020403015,30000.0,1413.2536746743451,3064.558104126504,5000.0,6000.0,45477.81177880085
1020201431,30000.0,5000.0,7223.876998256639,1000.0,2000.0,45223.87699825664
1020201301,24083.432657926103,2000.0,13044.282000887137,4000.0,2000.0,45127.71465881324
1020201205,29600.604088642685,4933.434014773781,3467.29149854417,5000.0,2000.0,45001.329601960635
1020201261,20588.235294117647,3431.372549019608,17887.472317671218,1000.0,2000.0,44907.08016080847
1020201302,30000.0,7475.793145435241,2377.081459268133,3000.0,2000.0,44852.87460470338
1020201230,30000.0,5000.0,6798.929152463603,1000.0,2000.0,44798.92915246361
1020201231,30000.0,5000.0,6798.929152463603,1000.0,2000.0,44798.92915246361
1020201343,23999.999999999996,3999.9999999999995,13587.69159716875,1000.0,2000.0,44587.69159716875
1020201277,27188.74370333456,4531.457283889094,5810.468821908882,5000.0,2000.0,44530.66980913254
1020201417,0.0,18000.0,20491.900729543733,4000.0,2000.0,44491.90072954373
1020201196,29999.999999999996,4999.999999999999,2462.885675330164,5000.0,2000.0,44462.88567533016
1020201112,25755.366412625153,4292.561068770859,6313.664454971262,2000.0,6000.0,44361.59193636727
1020201279,25827.909045720447,4304.651507620075,8209.541529480226,4000.0,2000.0,44342.10208282075
1020201422,30000.0,5000.0,6315.131109061839,1000.0,2000.0,44315.13110906184
1020201309,30000.0,5000.0,5223.94291879935,2000.0,2000.0,44223.94291879935
1020201307,30000.0,5000.0,2029.1357370132198,5000.0,2000.0,44029.13573701322
1020201315,29771.82707837484,4961.97117972914,2286.4535965418604,5000.0,2000.0,44020.251854645845
1020201234,30000.0,5000.0,6019.599392860908,1000.0,2000.0,44019.59939286091
1020201007,22826.605085607436,3804.434180934573,13257.145034448757,2000.0,2000.0,43888.18430099076
1020201281,26363.744739525733,4393.957456587622,10048.737181027353,1000.0,2000.0,43806.439377140705
1020201361,30000.0,5000.0,2771.961403741482,4000.0,2000.0,43771.96140374148
1020201162,29735.64641329976,4955.941068883293,953.5961635092489,2000.0,6000.0,43645.1836456923
1020201341,30000.0,5000.0,5590.295077904427,1000.0,2000.0,43590.295077904426
1020201313,29736.122214789553,4956.020369131593,1868.945927724694,5000.0,2000.0,43561.08851164584
1020201203,28390.087881508334,4731.681313584722,1336.0959699489788,5000.0,4000.0,43457.865165042036
1020201369,30000.0,5000.0,1408.4129204696817,5000.0,2000.0,43408.41292046968
1020201187,30000.0,5000.0,4396.163116642251,2000.0,2000.0,43396.16311664225
1020201260,24893.16221944775,4148.860369907959,9267.727671181661,3000.0,2000.0,43309.75026053737
1020201289,27000.0,4500.0,8736.93744423596,1000.0,2000.0,43236.93744423596
1020201287,30000.0,5000.0,5165.016288192108,1000.0,2000.0,43165.016288192106
1020201210,25351.774897098763,4225.2958161831275,6413.115934787553,5000.0,2000.0,42990.186648069444
1020201402,30000.0,5000.0,4966.092954842405,1000.0,2000.0,42966.0929548424
1020201337,15000.0,2500.0,22456.38730556004,1000.0,2000.0,42956.38730556004
1020201150,30000.0,5000.0,3916.066679525421,2000.0,2000.0,42916.06667952542
1020201282,24000.0,4000.0,7894.4505363733,5000.0,2000.0,42894.4505363733
1020404014,30000.0,0.0,5629.315081292125,5000.0,2000.0,42629.31508129212
1020201345,30000.0,5000.0,4571.05106914254,1000.0,2000.0,42571.05106914254
1020201218,30000.0,5000.0,536.9441090035264,5000.0,2000.0,42536.944109003525
1020201190,28192.86247623408,4698.81041270568,3626.4438758538336,4000.0,2000.0,42518.116764793594
1020201166,30000.0,5000.0,3471.877176728128,2000.0,2000.0,42471.87717672813
1020201318,27000.000000000004,4500.000000000001,7843.308752667783,1000.0,2000.0,42343.308752667785
1020201124,30000.0,5000.0,3295.7342571412432,2000.0,2000.0,42295.734257141245
1020201155,30000.0,5000.0,1235.2889877783684,2000.0,4000.0,42235.28898777837
1020201352,27000.0,4500.0,3641.831677968885,5000.0,2000.0,42141.83167796888
1020201321,27000.0,4500.0,4528.265618805711,4000.0,2000.0,42028.26561880571
1020404008,30000.0,5000.0,0.0,5000.0,2000.0,42000.0
1020201128,30000.0,5000.0,2985.100928751797,2000.0,2000.0,41985.100928751795
1020201284,30000.0,5000.0,3840.155883684182,1000.0,2000.0,41840.15588368418
1020201427,0.0,20000.0,17823.40777019526,2000.0,2000.0,41823.40777019526
1020201436,30000.0,5000.0,3786.668019431026,1000.0,2000.0,41786.668019431025
1020201297,29304.717609454725,4884.119601575788,576.8057288457754,5000.0,2000.0,41765.64293987629
1020201183,24928.019074639124,4154.669845773187,8673.587862379734,2000.0,2000.0,41756.27678279205
1020201342,27000.0,4500.0,2821.2213327962663,5000.0,2000.0,41321.22133279627
1020201149,23876.172607879926,3979.3621013133206,9185.951877801015,2000.0,2000.0,41041.48658699426
1020201320,30000.0,5000.0,3001.9058766694725,1000.0,2000.0,41001.90587666947
1020404013,30000.0,5000.0,0.0,4000.0,2000.0,41000.0
1020201383,30000.0,5000.0,0.0,4000.0,2000.0,41000.0
1020201177,30000.0,5000.0,1961.6275687481602,2000.0,2000.0,40961.62756874816
1020201180,23322.553230154306,3887.0922050257177,7735.523913755613,4000.0,2000.0,40945.16934893564
1020201252,30000.0,5000.0,2863.158419173746,1000.0,2000.0,40863.15841917375
1020201011,28171.739359914867,4695.2898933191445,3887.631855779981,2000.0,2000.0,40754.66110901399
1020201391,30000.0,5000.0,2751.135643413928,1000.0,2000.0,40751.13564341393
1020201096,30000.0,5000.0,1679.1694455570357,2000.0,2000.0,40679.16944555703
1020201188,26099.33486716969,4349.889144528282,3157.470697318078,5000.0,2000.0,40606.694709016054
1020201186,30000.0,5000.0,1545.0780104575167,2000.0,2000.0,40545.07801045752
1020201400,0.0,12000.0,24376.565923614628,2000.0,2000.0,40376.56592361463
1020201158,30000.0,5000.0,1329.0849078367198,2000.0,2000.0,40329.08490783672
1020201237,30000.0,5000.0,2260.5271932441788,1000.0,2000.0,40260.527193244176
1020201325,24000.0,10000.0,3084.3861816394265,1000.0,2000.0,40084.38618163943
1020201091,28031.144500450595,4671.8574167417655,3215.820306406534,2000.0,2000.0,39918.822223598894
1020201056,28073.12871712547,4678.854786187579,3152.495631212541,2000.0,2000.0,39904.47913452559
1020201293,25383.363593459242,4230.560598909874,7288.355723183553,1000.0,2000.0,39902.279915552666
1020201236,27918.837812031103,4653.139635338517,318.2667317767166,5000.0,2000.0,39890.244179146335
1020201291,20294.527055870418,3999.9999999999995,11415.073811471946,2000.0,2000.0,39709.600867342364
1020201113,24000.0,4000.0,7664.6562657118075,2000.0,2000.0,39664.656265711805
1020201156,25738.362691572587,339.12431896761996,6584.0854769365105,5000.0,2000.0,39661.57248747672
1020201075,29991.94640997728,4998.657734996214,669.9747802791823,2000.0,2000.0,39660.578925252674
1020201145,30000.0,5000.0,529.1579932473851,2000.0,2000.0,39529.15799324738
1020201121,27723.35097957665,4620.558496596108,3096.046388564479,2000.0,2000.0,39439.95586473724
1020201100,30000.0,5000.0,327.3437463172619,2000.0,2000.0,39327.34374631726
1020201068,30000.0,5000.0,286.05385127926144,2000.0,2000.0,39286.05385127926
1020201338,30000.000000000007,5000.000000000001,1263.9665408023275,1000.0,2000.0,39263.966540802336
1020201379,29135.82433404913,4855.970722341523,2112.402227301137,1000.0,2000.0,39104.19728369179
1020201334,30000.0,5000.0,1098.902725737644,1000.0,2000.0,39098.902725737644
1020201143,30000.0,5000.0,0.0,2000.0,2000.0,39000.0
1020201135,30000.0,5000.0,0.0,2000.0,2000.0,39000.0
1020201140,30000.0,5000.0,0.0,2000.0,2000.0,39000.0
1020201173,30000.0,5000.0,0.0,2000.0,2000.0,39000.0
1020201194,30000.0,5000.0,0.0,2000.0,2000.0,39000.0
1020201066,30000.0,5000.0,0.0,2000.0,2000.0,39000.0
1020201111,30000.0,5000.0,0.0,2000.0,2000.0,39000.0
1020201074,29877.621224898438,4979.603537483073,0.0,2000.0,2000.0,38857.22476238151
1020201144,25579.613776627513,4263.2689627712525,0.0,5000.0,4000.0,38842.88273939877
1020201357,30000.0,5000.0,829.0169520151039,1000.0,2000.0,38829.0169520151
1020201430,0.0,20000.0,15641.023684515789,1000.0,2000.0,38641.02368451579
1020201327,28880.787295906954,4813.464549317826,1919.1344126813892,1000.0,2000.0,38613.38625790617
1020201151,25269.145997656407,4211.524332942734,5122.097916262267,2000.0,2000.0,38602.76824686141
1020201434,0.0,20000.0,15530.047490555104,1000.0,2000.0,38530.0474905551
1020201217,26127.440817120587,4354.573469520098,1030.8341353258334,5000.0,2000.0,38512.84842196652
1020201226,27000.0,4500.0,0.0,5000.0,2000.0,38500.0
1020201239,27000.0,4500.0,3885.7182574257095,1000.0,2000.0,38385.71825742571
1020201199,30000.0,5000.0,0.0,1000.0,2000.0,38000.0
1020201266,30000.0,5000.0,0.0,1000.0,2000.0,38000.0
1020201375,30000.0,5000.0,0.0,1000.0,2000.0,38000.0
1020201296,30000.0,5000.0,0.0,1000.0,2000.0,38000.0
1020201326,30000.0,5000.0,0.0,1000.0,2000.0,38000.0
1020201292,30000.0,5000.0,0.0,1000.0,2000.0,38000.0
1020201211,21701.75925920656,3616.9598765344263,7563.939097060654,3000.0,2000.0,37882.65823280164
1020201222,29787.566841491724,4964.594473581954,112.36141986050765,1000.0,2000.0,37864.52273493419
1020201303,25515.44837980407,4252.574729967345,1068.6038079064651,5000.0,2000.0,37836.62691767788
1020201085,27945.355753383395,4657.559292230566,983.5088346947894,2000.0,2000.0,37586.42388030875
1020201073,28750.16079998859,4791.693466664765,0.0,2000.0,2000.0,37541.854266653354
1020201134,8473.461985584747,18644.745135972556,4396.20162531623,4000.0,2000.0,37514.40874687353
1020201052,28657.85620381547,4776.309367302579,0.0,2000.0,2000.0,37434.16557111805
1020201221,28304.308581056684,4717.384763509447,1295.8381484408649,1000.0,2000.0,37317.531493007
1020201081,27521.497599641294,4586.916266606882,1207.2354555149873,2000.0,2000.0,37315.649321763165
1020201443,0.0,20000.0,10238.396403850675,5000.0,2000.0,37238.396403850675
1020201265,12000.0,2000.0,20180.061067023344,1000.0,2000.0,37180.061067023344
1020201451,0.0,20000.0,14095.539325642238,1000.0,2000.0,37095.53932564224
1020201227,25346.922366359813,4224.487061059969,3322.0418482984846,2000.0,2000.0,36893.45127571827
1020201206,25640.78921404061,4273.464869006768,795.4527304165115,4000.0,2000.0,36709.7068134639
1020201368,24000.0,4000.0,5543.658671990479,1000.0,2000.0,36543.65867199048
1020201347,21000.0,3500.0,9000.185187029505,1000.0,2000.0,36500.18518702951
1020201405,0.0,14000.0,15327.481227324672,5000.0,2000.0,36327.48122732467
1020201242,22547.873520562993,3757.9789200938326,2993.674409514073,5000.0,2000.0,36299.5268501709
1020201120,27160.156890901573,4526.6928151502625,596.2182256873169,2000.0,2000.0,36283.06793173915
1020201253,21503.461901457184,6000.0,5744.0215015604335,1000.0,2000.0,36247.48340301761
1020201349,26302.5683285263,4383.761388087717,2494.0366941830343,1000.0,2000.0,36180.366410797054
1020201131,26113.602714595992,4352.267119099332,1264.2631894280578,2000.0,2000.0,35730.13302312338
1020201214,19382.07622388774,3230.346037314623,7070.2922596516555,4000.0,2000.0,35682.71452085402
1020201438,0.0,20000.0,12632.83418903164,1000.0,2000.0,35632.83418903164
1020201004,24451.022772381617,4075.1704620636024,0.0,5000.0,2000.0,35526.19323444522
1020201087,27000.0,4500.0,0.0,2000.0,2000.0,35500.0
1020201071,27000.0,4500.0,0.0,2000.0,2000.0,35500.0
1020201093,24910.070990242275,4151.6784983737125,2367.013274779356,2000.0,2000.0,35428.762763395345
1020201057,24228.35125687016,4038.0585428116933,0.0,5000.0,2000.0,35266.40979968185
1020201207,22704.0320638241,3784.0053439706835,5717.031776095534,1000.0,2000.0,35205.069183890315
1020201114,15730.810704832858,2621.8017841388096,6798.421760232734,2000.0,8000.0,35151.0342492044
1020406001,28407.02605228656,2573.929896080462,0.0,2000.0,2000.0,34980.955948367024
1020201102,23999.999999999996,3999.9999999999995,2949.1514239236203,2000.0,2000.0,34949.15142392361
1020201116,24000.0,4000.0,2698.1526779753435,2000.0,2000.0,34698.15267797535
1020201411,27000.0,4500.0,155.56790268673134,1000.0,2000.0,34655.56790268673
1020201201,27792.481830167293,0.0,1818.440163119313,3000.0,2000.0,34610.92199328661
1020201264,21000.0,3500.0,2884.184960806258,5000.0,2000.0,34384.18496080626
1020201003,19719.04308511548,3286.5071808525804,7368.311514214745,2000.0,2000.0,34373.86178018281
1020201157,27000.0,-0.0,3350.233050197568,2000.0,2000.0,34350.23305019757
1020201133,30000.0,0.0,0.0,2000.0,2000.0,34000.0
1020201053,25519.219117141307,4253.203186190218,0.0,2000.0,2000.0,33772.42230333152
1020201229,22481.150715245396,3746.858452540899,1522.0259020449741,4000.0,2000.0,33750.03506983127
1020201090,24921.50395778364,4153.583992963941,0.0,2000.0,2000.0,33075.08795074758
1020201314,24000.0,4000.0,0.0,3000.0,2000.0,33000.0
1020201195,24000.0,4000.0,0.0,3000.0,2000.0,33000.0
1020201193,11077.952226770114,1846.3253711283523,12860.830416383234,5000.0,2000.0,32785.1080142817
1020201067,24000.0,4000.0,0.0,2000.0,2000.0,32000.0
1020201022,4695.652173913044,782.608695652174,22176.731933368523,2000.0,2000.0,31654.99280293374
1020201179,21216.951154556737,3536.1585257594566,2518.3699162709813,2000.0,2000.0,31271.479596587174
1020201225,14163.963827378933,2360.660637896489,7473.439231425756,5000.0,2000.0,30998.063696701178
