,Job_Code,Interest,Investment,Gross Revenue,Net Revenue,Initial Profit,Current Profit,Customer_Code,Cus_Name
0,NBNLSI222648,0.0,0.0,2846.5,800.0,-139.80490952308747,-139.80490952308747,C00174,SALAM STUDIO & STORES
1,NBNLSI222515,42.29,1100.0,1630.0,1530.0,323.49301742741403,281.203017427414,CUS0368,TADMUR PUMP FACTORY
2,NBLAIFCT210412,0.0,0.0,4252.25,4252.25,381.63331730852207,381.63331730852207,CUS0048,Chip International
3,NBNLSIF240297,1.54,7480.626356819572,7300.0,7300.0,-180.62635681957158,-182.16635681957158,CUS0211,LTC International Qatar LLC
4,NBNLAIFCT210671,0.0,0.0,3132.0,3132.0,1480.5518916584715,1480.5518916584715,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
5,NBLAIP210083,0.0,0.0,668.6,390.0,86.58615903802603,86.58615903802603,C00137,NBK AWLA HEAVY EQ
6,NBNLRRI241614,1.33,799.0251700159448,5145.0,4545.0,1226.2180094008131,1224.8880094008132,CUS0010,Auto Class Automobiles
7,NBNLSI211055,0.0,0.0,1200.0,-500.0,-1186.5349719441795,-1186.5349719441795,CUS0013,NBK Tyre Services
8,NBLSEC210006,0.0,0.0,12081.5,11981.5,3054.8798133534146,3054.8798133534146,CUS0053,FORMA GROUP
9,NBLLCLIFCT210016,0.0,0.0,6888.8,4282.5,921.9031538053878,921.9031538053878,C00225,NBK Heavy Equipment
10,NBNLAIFCT210923,0.0,0.0,684.0,684.0,-706.3493739789794,-706.3493739789794,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
11,NBNLSI211372,0.0,0.0,40250.0,1550.0,350.0,350.0,C00182,Suncons Trading & Contracting WLL
12,NBLAIFCT200079,0.0,0.0,1632.0,1332.0,423.31435398652394,423.31435398652394,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
13,NBNLSI211273,0.0,0.0,3545.0,750.0,122.49234993348585,122.49234993348585,C00174,SALAM STUDIO & STORES
14,NBNLCRI210045,0.0,0.0,3106.0,1663.0,466.70373604172903,466.70373604172903,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
15,NBNLSI233334,130.76,5379.538338384718,5745.0,1025.0,365.46166161528174,234.70166161528175,CUS0491,JADARA TRADING & CONTRACTING
16,NBLSI200644,0.05,0.0,4065.0,1320.0,571.4739240428145,571.4239240428145,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
17,NBNLSI210780,0.0,0.0,1370.0,1320.0,609.2656694683369,609.2656694683369,CUS0013,NBK Tyre Services
18,NBNLSI210994,0.0,0.0,200.0,200.0,123.08959889258361,123.08959889258361,C00011,AL BASET TRADING AND TRANSPORTION CO
19,NBNLRRI231410,25.06,1674.621139179677,1820.0,1295.0,145.40890228979052,120.34890228979052,C00164,Qatar Automobiles Company W.L.L.
20,NBNLSI233766,210.87,8255.568624461273,9445.0,3700.0,2119.431375538726,1908.5613755387262,C00231,Nasser Bin Khaled Service Centers W.L.L
21,NBNLSI211249,0.0,0.0,1550.0,1050.0,311.974469511134,311.974469511134,C00136,NBK & Sons Trading Co
22,NBNLSI234014,79.01,3331.1847931322372,3388.2,800.0,57.01520686776263,-21.994793132237376,C00174,SALAM STUDIO & STORES
23,NBNLSIFCT220584,0.0,0.0,14320.0,14320.0,1842.9216872732084,1842.9216872732084,CUS0260,Alaska Cleaning Centre
24,NBLAIFCT200009,0.0,0.0,1284.0,984.0,527.0445595014814,527.0445595014814,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
25,NBNLAIP231392,41.75,474.2575519535915,715.0,340.0,75.76232770879487,34.01232770879487,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
26,NBNLAIFCT210588,0.0,0.0,660.0,660.0,-205.9276069818543,-205.9276069818543,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
27,NBNLSI210963,0.0,0.0,64700.0,1450.0,207.63312087067976,207.63312087067976,C00185,TECHNO BLUE W.L.L
28,NBNLSIF240256,338.4,19686.26987688634,20765.0,13150.0,1078.7301231136607,740.3301231136608,CUS0192,INTERCARE HYGIENE
29,NBNLAIFCT210900,0.0,0.0,7812.0,7812.0,4838.209876457799,4838.209876457799,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
30,NBLAIPQ210074,0.0,0.0,1921.0,650.0,229.46964859866046,229.46964859866046,C00222,Q-AUTO L.L.C.
31,NBLSI210533,0.0,0.0,4321.5,1050.0,364.914871638768,364.914871638768,C00174,SALAM STUDIO & STORES
32,NBNLAIFCT210744,0.0,0.0,6190.8,5807.8,688.6114586261288,688.6114586261288,C00174,SALAM STUDIO & STORES
33,NBLSI210269,0.0,0.0,43644.0,13725.0,-2777.343378426132,-2777.343378426132,CUS0099,Pistoia Decoration
34,NBNLSI222762,453.3,4200.456890695044,11705.0,2075.0,504.6335496319686,51.333549631968594,CUS0425,Q Choice Trading & services
35,NBNLRRI241457,53.71,2897.2407118464466,4105.0,3580.0,1207.8783849416786,1154.1683849416786,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
36,NBNLAIFCT210801,0.0,0.0,7092.35,6709.35,511.26017809335343,511.26017809335343,C00174,SALAM STUDIO & STORES
37,NBNLRRI220412,0.0,0.0,7765.0,7270.0,839.7676597366154,839.7676597366154,C00164,Qatar Automobiles Company W.L.L.
38,NBNLSI244504,61.01,3423.3832109514956,3545.0,250.0,121.86713462739914,60.85713462739914,CUS0630,AGROGLOBAL TRADING WLL
39,NBNLSI233138,39.4,2909.377411707972,3260.0,975.0,350.6534654827668,311.25346548276684,CUS0310,SAUDIA HYPERMARKET
40,NBNLSI233657,19.67,736.157815032923,775.0,250.0,38.842184967076996,19.172184967076994,C00164,Qatar Automobiles Company W.L.L.
41,NBNLSI233867,39.45,3012.829849564239,3772.0,1575.0,604.1748041738556,564.7248041738555,CUS0310,SAUDIA HYPERMARKET
42,NBNLSI221819,0.0,0.0,11000.25,1250.0,478.44776254134797,478.44776254134797,CUS0012,NBK Medical Equipments
43,NBNLAIP220855,0.0,0.0,3581.0,850.0,215.02137351850615,215.02137351850615,C00136,NBK & Sons Trading Co
44,NBNLSIFCT220548,0.0,0.0,44585.0,37600.0,2097.465600596509,2097.465600596509,C00136,NBK & Sons Trading Co
45,NBNLRRI230932,40.94,1913.857265625766,2130.0,1530.0,216.3794345359031,175.4394345359031,CUS0010,Auto Class Automobiles
46,NBNLMICC240378,5.13,770.1480436737028,1417.0,1417.0,648.383451421829,643.253451421829,CUS0041,Nasser Bin Khaled Powered Sports
47,NBNLAIFCT231437,60.96,4213.103128592114,5254.3,4809.3,1041.3124321272528,980.3524321272528,C00225,NBK Heavy Equipment
48,NBLAIPQ210112,0.0,0.0,983.0,650.0,281.9123769724014,281.9123769724014,C00222,Q-AUTO L.L.C.
49,NBNLSI210887,0.0,0.0,5358.42,570.0,187.88433213629983,187.88433213629983,C00137,NBK AWLA HEAVY EQ
50,NBNLAIP220891,0.0,0.0,1637.02,550.0,181.84212247639704,181.84212247639704,C00063,FRIENDLY FOOD QATAR
51,NBNLRRI220562,0.0,0.0,2965.0,2365.0,254.99271893364826,254.99271893364826,CUS0010,Auto Class Automobiles
52,NBNLAIP241565,9.02,1379.296682887687,1499.0,350.0,119.70331711231299,110.68331711231299,CUS0041,Nasser Bin Khaled Powered Sports
53,NBNLSI222270,0.0,0.0,2700.0,2550.0,570.0701895003247,570.0701895003247,CUS0337,TADMUR TRADING WLL
54,NBNLSI233409,77.51,848.0842764303583,930.0,405.0,81.93371176274574,4.423711762745739,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
55,NBLAIFCT210265,0.0,0.0,1680.0,1680.0,508.186502810322,508.186502810322,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
56,NBNLAIFCT211038,0.0,0.0,300.0,300.0,-312.40227063950067,-312.40227063950067,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
57,NBNLAIP221208,15.22,1298.4103755360388,1419.4,200.0,124.29582073911475,109.07582073911475,CUS0445,ISS GLOBAL FORWARDING
58,NBNLSIFCT220714,0.0,0.0,1107.0,1107.0,1087.1336795378327,1087.1336795378327,CUS0389,GETTCO INTERNATIONAL
59,NBNLSI210666,0.0,0.0,5886.0,3716.0,354.2539566149629,354.2539566149629,C00174,SALAM STUDIO & STORES
60,NBNLSI233064,93.87,5566.224383975542,5375.0,2400.0,-188.88710734562812,-282.7571073456281,C00174,SALAM STUDIO & STORES
61,NBNLSIFCT210480,0.0,0.0,99784.5,57272.5,4418.757839940123,4418.757839940123,CUS0014,Trelco Limited Company W.L.L
62,NBNLSI234428,3.72,2393.59,0.0,0.0,-2393.59,-2397.31,CUS0590,MR QUALITY TRADING
63,NBLAIFCT210484,0.0,0.0,0.0,0.0,-4782.968046542851,-4782.968046542851,C00174,SALAM STUDIO & STORES
64,NBNLSI211108,0.01,0.0,2340.0,700.0,-64.88314866098219,-64.89314866098219,C00174,SALAM STUDIO & STORES
65,NBNLAIFCT231535,98.02,5572.081697059912,5112.88,3460.0,-459.2016970599113,-557.2216970599113,C00174,SALAM STUDIO & STORES
66,NBNLMICC210117,0.0,0.0,11000.0,11000.0,7881.192156540557,7881.192156540557,CUS0013,NBK Tyre Services
67,NBNLSI234301,35.36,3418.0365709301946,3901.5,1175.0,483.4634290698056,448.1034290698056,CUS0310,SAUDIA HYPERMARKET
68,NBNLRRI241458,27.85,1891.725851886735,2075.0,1550.0,183.32922414062182,155.47922414062182,C00164,Qatar Automobiles Company W.L.L.
69,NBNLRRI220880,102.06,815.873149336392,1020.0,520.0,204.46384222760128,102.40384222760127,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
70,NBNLSI244650,186.43,10510.20102882491,11665.0,3320.0,1154.9078596670904,968.4778596670903,C00174,SALAM STUDIO & STORES
71,NBNLAIFCT210947,0.0,0.0,16332.0,16332.0,10566.670406511885,10566.670406511885,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
72,NBNLRRI231328,275.85,6629.608139669139,8000.0,7500.0,1370.3918603308607,1094.5418603308608,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
73,NBNLRRI231053,96.08,6073.0200674358375,6855.0,6330.0,781.9799325641623,685.8999325641622,C00164,Qatar Automobiles Company W.L.L.
74,NBNLSI244982,335.88,39704.542805011835,41900.0,2575.0,695.5891606116937,359.70916061169373,CUS0467,TARGET TRADING AND CONTRACTING WLL
75,NBNLLCT230044,13.86,871.0243021795491,895.0,745.0,23.97569782045098,10.115697820450979,C00174,SALAM STUDIO & STORES
76,NBLRRI210116,0.0,0.0,1840.0,1840.0,376.58704399202196,376.58704399202196,C00164,Qatar Automobiles Company W.L.L.
77,NBLSIFCT210028,0.0,0.0,18950.0,15380.0,1218.4513036321496,1218.4513036321496,C00137,NBK AWLA HEAVY EQ
78,NBNLMICC230313,27.41,4252.730080390274,11000.0,11000.0,6747.269919609726,6719.859919609726,CUS0013,NBK Tyre Services
79,NBNLAIP210298,0.0,0.0,2500.8,850.0,284.73029816849726,284.73029816849726,C00136,NBK & Sons Trading Co
80,NBNLSIFCT220791,71.04,17705.204480528348,17618.5,15472.0,-80.01642058813502,-151.05642058813504,C00136,NBK & Sons Trading Co
81,NBNLSI222147,0.0,0.0,950.0,900.0,195.25954720530598,195.25954720530598,CUS0337,TADMUR TRADING WLL
82,NBNLSI211475,0.0,0.0,53799.5,52724.5,-3274.8908789626785,-3274.8908789626785,C00182,Suncons Trading & Contracting WLL
83,NBNLAIP231372,0.99,732.706440673554,870.0,425.0,137.29355932644597,136.30355932644596,CUS0041,Nasser Bin Khaled Powered Sports
84,NBNLSIFCT220522,0.0,0.0,8690.7,6942.5,2035.8551445810501,2035.8551445810501,CUS0010,Auto Class Automobiles
85,NBNLRRI231282,38.45,2533.3686358518626,2860.0,2335.0,326.6313641481374,288.1813641481374,C00164,Qatar Automobiles Company W.L.L.
86,NBNLSI244532,53.59,3803.3832109514956,3945.0,250.0,141.86713462739914,88.27713462739914,CUS0630,AGROGLOBAL TRADING WLL
87,NBNLSI245258,20.07,2793.1576854973655,3580.0,835.0,331.8983035207018,311.8283035207018,C00174,SALAM STUDIO & STORES
88,NBNLSI221743,0.0,0.0,1250.0,1200.0,209.6043651164324,209.6043651164324,CUS0013,NBK Tyre Services
89,NBNLSI233291,152.06,13935.714817775406,15420.0,4800.0,1485.3249937422543,1333.2649937422543,C00182,Suncons Trading & Contracting WLL
90,NBNLSI233915,42.32,3725.829849564239,4380.0,1575.0,659.1748041738556,616.8548041738555,CUS0310,SAUDIA HYPERMARKET
91,NBNLLCT220013,0.0,0.0,715.75,0.0,0.0,0.0,C00011,AL BASET TRADING AND TRANSPORTION CO
92,NBNLMICC230312,219.08,9858.601549995636,25500.0,25500.0,15641.398450004364,15422.318450004364,C00225,NBK Heavy Equipment
93,NBNLSI222732,0.14,10.548221726430238,575.0,25.0,14.459770092300234,14.319770092300233,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
94,NBNLSIF220036,0.0,0.0,8115.0,8115.0,1449.2583196091196,1449.2583196091196,CUS0218,Rumaillah Warehouse Equipment
95,NBNLSI245391,30.84,4926.462640103493,7020.0,1300.0,258.5373598965071,227.6973598965071,CUS0781,PARTS FRUITS AND VEGETABLES FOR TRADING
96,NBNLSI222504,0.0,0.0,8650.0,1800.0,648.4101847124235,648.4101847124235,C00182,Suncons Trading & Contracting WLL
97,NBNLSEFCT210029,0.0,0.0,4150.0,4150.0,951.6209842467359,951.6209842467359,C00017,AL Khayarin Plastic Factory WLL
98,NBNLLCLIFCT220067,0.0,0.0,15856.0,7202.5,851.623250423462,851.623250423462,CUS0309,COASTAL STEEL AND GALVANAZING CO WLL
99,NBLSIF210017,0.0,0.0,9457.5,7792.5,2650.5030020424,2650.5030020424,C00164,Qatar Automobiles Company W.L.L.
100,NBNLSI222144,0.0,0.0,3495.0,930.0,-282.78672067947514,-282.78672067947514,C00174,SALAM STUDIO & STORES
101,NBLAIFCT210243,0.0,0.0,672.0,672.0,-735.9668388108145,-735.9668388108145,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
102,NBNLSI211399,0.0,0.0,1250.0,1200.0,290.22716751667315,290.22716751667315,CUS0013,NBK Tyre Services
103,NBNLSI233017,368.02,29407.965366739616,32320.0,9070.0,2662.693806256799,2294.673806256799,C00182,Suncons Trading & Contracting WLL
104,NBNLSI211618,0.0,0.0,150.0,150.0,94.22134596027661,94.22134596027661,CUS0237,TAAZA GROUP
105,NBNLRRI220586,0.0,0.0,2300.0,1800.0,218.12879590170232,218.12879590170232,C00164,Qatar Automobiles Company W.L.L.
106,NBNLSI233440,0.48,790.079133455735,1165.0,1115.0,375.0453517364514,374.56535173645136,C00136,NBK & Sons Trading Co
107,NBNLSI233890,37.63,3112.829849564239,3772.0,1575.0,659.1748041738556,621.5448041738556,CUS0310,SAUDIA HYPERMARKET
108,NBNLSI234024,40.22,3077.40202984334,3725.0,1575.0,647.5979701566598,607.3779701566598,CUS0310,SAUDIA HYPERMARKET
109,NBNLRRI241527,13.58,1125.7324743502459,1435.0,935.0,309.3225113262254,295.74251132622544,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
110,NBNLSI210849,0.0,0.0,2760.0,2760.0,527.9139811426533,527.9139811426533,C00164,Qatar Automobiles Company W.L.L.
111,NBNLLCT240128,1.81,217.9089666147009,200.0,200.0,-17.9089666147009,-19.7189666147009,C00164,Qatar Automobiles Company W.L.L.
112,NBLSI210146,0.0,0.0,5125.0,0.0,0.0,0.0,C00174,SALAM STUDIO & STORES
113,NBNLRRI231091,31.19,2009.6729546340193,2215.0,1690.0,205.32704536598075,174.13704536598075,C00164,Qatar Automobiles Company W.L.L.
114,NBNLSIF230097,30.88,11721.604810041672,12373.0,7863.0,653.1199847054498,622.2399847054498,CUS0373,DELTA CORPORATION
115,NBNLSI244508,141.64,5796.017849410131,6380.0,1670.0,589.0522473519596,447.41224735195965,C00174,SALAM STUDIO & STORES
116,NBNLRRI220674,0.0,0.0,9880.0,9380.0,1047.994069556656,1047.994069556656,C00164,Qatar Automobiles Company W.L.L.
117,NBNLLCLIFCT220102,63.05,3264.25360178526,4449.62,3071.75,1185.3830144324452,1122.3330144324452,C00225,NBK Heavy Equipment
118,NBNLSIP230014,0.0,32.07741574367076,450.0,450.0,417.92258425632923,417.92258425632923,CUS0496,AL BALAGH TRADING AND CONTRACTING CO. W.L.L.
119,NBNLSI234317,99.0,5592.0,6237.0,1450.0,645.0,546.0,CUS0613,AL MOHON TRADING
120,NBNLAIFCT221268,0.0,0.0,9858.11,7377.3,638.7135368798611,638.7135368798611,C00174,SALAM STUDIO & STORES
121,NBNLSI221881,0.0,0.0,9930.0,6400.0,2887.6945272337475,2887.6945272337475,C00164,Qatar Automobiles Company W.L.L.
122,NBNLSI222657,0.0,4400.0,26250.0,9000.0,3220.4201804723552,3220.4201804723552,C00182,Suncons Trading & Contracting WLL
123,NBNLAIP231437,13.68,992.0266881957845,900.0,450.0,-92.02668819578446,-105.70668819578447,C00174,SALAM STUDIO & STORES
124,NBLAIP210175,0.0,0.0,478.22,40.0,28.593476167273906,28.593476167273906,CUS0041,Nasser Bin Khaled Powered Sports
125,NBNLSI234153,9.68,1610.1951480975865,2520.0,2100.0,909.8048519024136,900.1248519024136,C00136,NBK & Sons Trading Co
126,NBNLSIF230221,48.51,3155.213767312203,4192.0,4192.0,1036.7862326877973,988.2762326877973,CUS0533,MIDDLE EAST BUILDING MATERIALS COMPANY W.L.L.
127,NBNLSI222357,0.0,0.0,1180.0,1130.0,301.61396001579976,301.61396001579976,C00136,NBK & Sons Trading Co
128,NBNLAIP210403,0.01,0.0,2565.3,875.0000000000002,-414.3602695966207,-414.3702695966207,C00136,NBK & Sons Trading Co
129,NBNLRRI241445,14.49,653.1951664343133,700.0,175.0,46.86491650462149,32.37491650462149,C00164,Qatar Automobiles Company W.L.L.
130,NBLSI210632,0.0,0.0,19790.0,5550.0,946.770703345501,946.770703345501,C00182,Suncons Trading & Contracting WLL
131,NBNLRRI220559,0.0,0.0,2710.0,2110.0,460.81130515370404,460.81130515370404,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
132,NBLSI210135,0.0,0.0,3830.0,1320.0,477.53325440501067,477.53325440501067,C00164,Qatar Automobiles Company W.L.L.
133,NBNLAIFCT210615,0.0,0.0,2268.0,2268.0,900.6662918643894,900.6662918643894,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
134,NBNLSI233178,3.33,259.0346880771089,322.76,110.0,63.740407438363356,60.41040743836336,CUS0445,ISS GLOBAL FORWARDING
135,NBNLSI234004,49.59,2898.3548886519175,3440.0,1250.0,536.6451113480824,487.0551113480824,CUS0013,NBK Tyre Services
136,NBNLAIF220032,333.36,14005.550000000001,16237.1,15472.0,1663.4004063350287,1330.0404063350288,CUS0399,BLUE SALOON
137,NBNLAIP220541,0.0,0.0,1383.0,550.0,289.07018762650375,289.07018762650375,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
138,NBNLRRI230976,10.17,797.5744762491015,830.0,155.0,32.42964070966364,22.259640709663636,C00222,Q-AUTO L.L.C.
139,NBNLSIP230015,0.0,32.07741574367076,450.0,450.0,417.92258425632923,417.92258425632923,CUS0496,AL BALAGH TRADING AND CONTRACTING CO. W.L.L.
140,NBNLAIFCT231533,111.01,5685.278351706649,6146.41,5574.0,461.13164829335074,350.12164829335075,C00174,SALAM STUDIO & STORES
141,NBNLSI233155,27.33,2689.4771795342335,2927.96,1600.0,238.49654366165026,211.16654366165028,C00222,Q-AUTO L.L.C.
142,NBNLRRI210228,0.0,0.0,640.0,40.0,24.479645462493913,24.479645462493913,C00225,NBK Heavy Equipment
143,NBNLAIP220832,0.0,0.0,1495.0,550.0,295.27010428180114,295.27010428180114,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
144,NBNLRRI210245,0.0,0.0,5476.43,3475.0,596.5329492007111,596.5329492007111,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
145,NBNLSIFCT220565,0.0,0.0,49437.5,45887.5,2082.02149433866,2082.02149433866,C00136,NBK & Sons Trading Co
146,NBNLAIP220861,0.0,0.0,1495.0,550.0,295.27010428180114,295.27010428180114,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
147,NBNLAIP221042,4.4,600.0,2613.62,1025.0,290.5158296830632,286.1158296830632,CUS0336,WELLCARE TRADING WLL
148,NBNLSI233903,93.34,2814.395318784167,3375.0,1300.0,560.6108861999588,467.2708861999588,CUS0236,KHALID BIN NASSER TRADING AND AGENCIES W.L.L
149,NBNLSI222011,0.0,0.0,2200.0,2100.0,430.35807166825066,430.35807166825066,C00136,NBK & Sons Trading Co
150,NBNLSI222852,46.17,2813.9154023314795,3750.0,1700.0,936.246120923782,890.076120923782,C00164,Qatar Automobiles Company W.L.L.
151,NBNLAIFCT210973,0.0,0.0,3554.05,3221.05,1131.9278418348392,1131.9278418348392,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
152,NBNLSI222450,0.0,0.0,13126.0,1005.0,287.57586898145365,287.57586898145365,CUS0319,AL Musse Trading & Contracting Services
153,NBNLAIP231513,64.9,1464.5834632572153,1925.75,600.0,161.16653674278476,96.26653674278475,C00046,Chairmans Office
154,NBNLRRI231097,151.67,7679.507869802176,8620.0,8095.0,940.7469639077566,789.0769639077566,C00164,Qatar Automobiles Company W.L.L.
155,NBNLSIF240276,205.66,38903.200584839586,40905.0,10490.0,1501.8419638610567,1296.1819638610566,CUS0192,INTERCARE HYGIENE
156,NBNLAIFCT221210,0.0,0.0,7494.45,4331.2,379.33680721940215,379.33680721940215,T0079,Elite Security Services W.L.L.
157,NBNLAIFCT231439,14.72,4913.7912595525395,5795.28,5297.0,881.6163534265515,866.8963534265515,C00225,NBK Heavy Equipment
158,NBNLSI211002,0.0,0.0,8546.0,950.0,243.91295328364563,243.91295328364563,C00042,Brand Center
159,NBNLSI211018,0.0,0.0,1283.08,400.0,44.11224220598396,44.11224220598396,C00164,Qatar Automobiles Company W.L.L.
160,NBNLSIFCT230936,689.65,26434.295383970144,27876.16,23160.0,1443.8945769530208,754.2445769530208,C00174,SALAM STUDIO & STORES
161,NBNLRRI231026,21.25,820.2956346962642,855.0,255.0,34.769254930279025,13.519254930279025,CUS0010,Auto Class Automobiles
162,NBNLLCLI220085,0.0,0.0,4619.82,500.0,159.63347442569204,159.63347442569204,C00225,NBK Heavy Equipment
163,NBNLAIP210355,0.0,0.0,635.3399999999999,350.0,63.39959052569635,63.39959052569635,CUS0010,Auto Class Automobiles
164,NBNLRRI231288,14.21,706.5175320458665,745.0,125.0,18.482467954133494,4.272467954133493,CUS0010,Auto Class Automobiles
165,NBLSI210278,0.0,0.0,12775.0,12775.0,3369.918961003198,3369.918961003198,C00033,AUTO GATE
166,NBNLSI245230,17.95,2315.882979526175,3100.0,840.0,329.1996444481952,311.2496444481952,C00174,SALAM STUDIO & STORES
167,NBNLSEC210029,0.0,0.0,150.0,150.0,94.22134596027661,94.22134596027661,CUS0237,TAAZA GROUP
168,NBNLAIP241603,9.65,681.076104210081,802.0,350.0,120.93580546873154,111.28580546873154,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
169,NBNLSI211213,0.0,0.0,6132.8,2400.0,1026.930056111641,1026.930056111641,CUS0013,NBK Tyre Services
170,NBNLSI245457,8.39,4926.462640103493,6985.0,1300.0,258.5373598965071,250.1473598965071,CUS0781,PARTS FRUITS AND VEGETABLES FOR TRADING
171,NBNLSI222492,0.0,0.0,6530.0,2500.0,1307.1484099276147,1307.1484099276147,C00225,NBK Heavy Equipment
172,NBNLSI234277,114.16,3903.7363527222933,4285.0,1525.0,381.3078832275818,267.1478832275818,CUS0473,NJJ INTERNATIONAL
173,NBNLSI222449,0.0,0.0,1725.0,800.0,-86.09567506923241,-86.09567506923241,C00174,SALAM STUDIO & STORES
174,NBNLSI211470,0.0,0.0,250.0,250.0,223.86424646284144,223.86424646284144,CUS0237,TAAZA GROUP
175,NBNLSI211168,0.0,0.0,8661.0,1200.0,505.7631815059206,505.7631815059206,CUS0041,Nasser Bin Khaled Powered Sports
176,NBNLAIFCT210852,0.0,0.0,30324.0,30324.0,20352.266380634865,20352.266380634865,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
177,NBNLSI222715,0.0,0.0,1250.0,1250.0,308.3598838844544,308.3598838844544,CUS0013,NBK Tyre Services
178,NBNLMICC220128,0.0,0.0,8334.0,8334.0,5673.460528369134,5673.460528369134,C00222,Q-AUTO L.L.C.
179,NBNLAIP231391,4.29,3396.609555726772,3433.2799999999997,175.0,36.730481390918634,32.440481390918634,CUS0319,AL Musse Trading & Contracting Services
180,NBNLSI221827,0.0,0.0,1260.0,1260.0,283.270324085325,283.270324085325,CUS0013,NBK Tyre Services
181,NBNLAIP231537,27.38,1257.1108050179002,1269.0,370.0,11.93615572525519,-15.443844274744809,C00174,SALAM STUDIO & STORES
182,NBNLRRI220807,0.0,0.0,1355.0,855.0,105.63033151927881,105.63033151927881,C00164,Qatar Automobiles Company W.L.L.
183,NBNLSIP230029,0.0,23.594797613945836,450.0,450.0,426.40520238605416,426.40520238605416,CUS0503,GULF ASIA CONTRACTING COMPANY LLC (GAC)
184,NBNLSI233974,191.15,7862.700577679771,8298.0,2600.0,445.2994223202287,254.1494223202287,C00174,SALAM STUDIO & STORES
185,NBNLRRI231312,30.3,2103.4323894134964,2350.0,1825.0,246.56761058650366,216.26761058650365,C00164,Qatar Automobiles Company W.L.L.
186,NBNLAIP231227,0.19,2329.9426826656477,2387.6,100.0,57.75470386059883,57.56470386059883,CUS0445,ISS GLOBAL FORWARDING
187,NBNLAIP220581,0.0,0.0,1386.73,550.0,289.0592045809572,289.0592045809572,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
188,NBLSI210208,0.0,0.0,22623.5,7495.5,1111.7151458161743,1111.7151458161743,C00134,National Furniture & Decoration Factory
189,NBNLSEFC230023,187.42,10262.839885065363,11862.5,10902.5,1600.6186405714277,1413.1986405714276,C00011,AL BASET TRADING AND TRANSPORTION CO
190,NBLLCLIFCT210001,0.0,0.0,3588.2,2678.2,242.34093982747916,242.34093982747916,C00137,NBK AWLA HEAVY EQ
191,NBLAIFCT210340,0.0,0.0,1548.0,1548.0,409.1400266054677,409.1400266054677,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
192,NBNLSI233997,258.67,15646.105496415177,16052.0,3150.0,405.89450358482355,147.22450358482354,C00164,Qatar Automobiles Company W.L.L.
193,NBNLLCLIFCT230142,53.8,2034.2726483783058,5685.5,2073.0,1108.3737461888259,1054.573746188826,C00174,SALAM STUDIO & STORES
194,NBNLAIF240189,9.15,1205.5366033941848,5278.26,3826.26,2900.7455545676517,2891.5955545676516,CUS0602,IRIS COSMETICS TRADING / MORTGAGED FOR QATAR
195,NBNLAIP220765,0.0,0.0,1495.0,550.0,295.0041363991227,295.0041363991227,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
196,NBNLRRI241585,8.16,1008.0093615029186,10995.0,10495.0,3347.631198743845,3339.471198743845,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
197,NBNLAIP231387,4.02,816.6591114535448,800.0,350.0,-16.539037218162733,-20.559037218162732,C00174,SALAM STUDIO & STORES
198,NBNLSI233904,45.65,669.1413783892042,839.4,500.0,170.26048310603346,124.61048310603346,CUS0524,ARROW LINE LOGISITCS
199,NBLAIP210132,0.0,0.0,4365.8,1450.0,239.37402119060573,239.37402119060573,C00136,NBK & Sons Trading Co
200,NBNLAIP231270,69.18,660.6069877621496,801.96,330.0,141.40192827665896,72.22192827665896,C00210,Nasser Bin Khaled & Sons Automobiles W.L.L
